"","ProbabilityThreshold","Species","Life_Stage","Hydraulic","Node","Scenario","Position","QTarget","HTarget","Calculation"
"176","Med","Chub","Adult","Depth","K01-011","201118_Oso,_Small_Creeks_Existing_Conditions","slice2",NA,NA,"Q >= newx1Med"
"177","High","Chub","Adult","Depth","K01-011","201118_Oso,_Small_Creeks_Existing_Conditions","slice1",NA,NA,"Q < 0"
"178","High","Chub","Adult","Depth","K01-011","201118_Oso,_Small_Creeks_Existing_Conditions","slice2",NA,NA,"Q < 0"
"179","High","Chub","Adult","Depth","K01-011","201118_Oso,_Small_Creeks_Existing_Conditions","slice1",NA,NA,"Q < 0"
"180","High","Chub","Adult","Depth","K01-011","201118_Oso,_Small_Creeks_Existing_Conditions","slice2",NA,NA,"Q < 0"
"181","Low","Chub","Adult","Velocity","K01-011","201118_Oso,_Small_Creeks_Existing_Conditions","slice1",1.09,1.02597840371993,"Q >= min_limit & Q <= newx1Low"
"182","Low","Chub","Adult","Velocity","K01-011","201118_Oso,_Small_Creeks_Existing_Conditions","slice2",0.16,1.02597128974191,"Q <= newx1Low[1] & Q >= newx1Low[2]"
"183","Low","Chub","Adult","Velocity","K01-011","201118_Oso,_Small_Creeks_Existing_Conditions","slice1",NA,NA,"Q >= min_limit & Q <= newx1Low"
"184","Low","Chub","Adult","Velocity","K01-011","201118_Oso,_Small_Creeks_Existing_Conditions","slice2",0.34,1.02597128974191,"Q <= newx1Low[1] & Q >= newx1Low[2]"
"185","Med","Chub","Adult","Velocity","K01-011","201118_Oso,_Small_Creeks_Existing_Conditions","slice1",0.24,0.129693573993181,"Q >= newx1Med[1] & Q <= newx1Med[2]"
"186","Med","Chub","Adult","Velocity","K01-011","201118_Oso,_Small_Creeks_Existing_Conditions","slice2",0.11,0.872194443406783,"Q <= newx1Med[1] & Q >= newx1Med[2]"
"187","Med","Chub","Adult","Velocity","K01-011","201118_Oso,_Small_Creeks_Existing_Conditions","slice1",0.87,0.872196579283941,"Q >= newx1Med[1] & Q <= newx1Med[2]"
"188","Med","Chub","Adult","Velocity","K01-011","201118_Oso,_Small_Creeks_Existing_Conditions","slice2",0.26,0.872194443406783,"Q <= newx1Med[1] & Q >= newx1Med[2]"
"189","High","Chub","Adult","Velocity","K01-011","201118_Oso,_Small_Creeks_Existing_Conditions","slice1",0.3,0.261771620815762,"Q >= newx1High[1] & Q <= newx1High[2]"
"190","High","Chub","Adult","Velocity","K01-011","201118_Oso,_Small_Creeks_Existing_Conditions","slice2",0.04,0.740116262788482,"Q <= newx1High[1] & Q >= newx1High[2]"
"191","High","Chub","Adult","Velocity","K01-011","201118_Oso,_Small_Creeks_Existing_Conditions","slice1",0.62,0.740116949166419,"Q >= newx1High[1] & Q <= newx1High[2]"
"192","High","Chub","Adult","Velocity","K01-011","201118_Oso,_Small_Creeks_Existing_Conditions","slice2",0.08,0.740116262788482,"Q <= newx1High[1] & Q >= newx1High[2]"
"193","Low","Chub","Adult","Depth","K01-020","201118_Oso,_Small_Creeks_Existing_Conditions","slice1",50.32,37.5454882868417,"Q >= newx1Low"
"194","Low","Chub","Adult","Depth","K01-020","201118_Oso,_Small_Creeks_Existing_Conditions","slice2",1.9,37.6583286631917,"Q >= newx1Low"
"195","Low","Chub","Adult","Depth","K01-020","201118_Oso,_Small_Creeks_Existing_Conditions","slice3",32.27,37.6052959008997,"Q >= newx1Low"
"196","Low","Chub","Adult","Depth","K01-020","201118_Oso,_Small_Creeks_Existing_Conditions","slice1",NA,NA,"Q >= newx1Low"
"197","Low","Chub","Adult","Depth","K01-020","201118_Oso,_Small_Creeks_Existing_Conditions","slice2",NA,NA,"Q >= newx1Low"
"198","Low","Chub","Adult","Depth","K01-020","201118_Oso,_Small_Creeks_Existing_Conditions","slice3",NA,NA,"Q >= newx1Low"
"199","Med","Chub","Adult","Depth","K01-020","201118_Oso,_Small_Creeks_Existing_Conditions","slice1",62.9,53.1496313524389,"Q >= newx1Med"
"200","Med","Chub","Adult","Depth","K01-020","201118_Oso,_Small_Creeks_Existing_Conditions","slice2",3.86,53.1892756325784,"Q >= newx1Med"
"201","Med","Chub","Adult","Depth","K01-020","201118_Oso,_Small_Creeks_Existing_Conditions","slice3",41.73,53.1551803192113,"Q >= newx1Med"
"202","Med","Chub","Adult","Depth","K01-020","201118_Oso,_Small_Creeks_Existing_Conditions","slice1",NA,NA,"Q >= newx1Med"
"203","Med","Chub","Adult","Depth","K01-020","201118_Oso,_Small_Creeks_Existing_Conditions","slice2",NA,NA,"Q >= newx1Med"
"204","Med","Chub","Adult","Depth","K01-020","201118_Oso,_Small_Creeks_Existing_Conditions","slice3",NA,NA,"Q >= newx1Med"
"205","High","Chub","Adult","Depth","K01-020","201118_Oso,_Small_Creeks_Existing_Conditions","slice1",NA,NA,"Q < 0"
"206","High","Chub","Adult","Depth","K01-020","201118_Oso,_Small_Creeks_Existing_Conditions","slice2",6.58,68.7205082737001,"Q >= newx1High"
"207","High","Chub","Adult","Depth","K01-020","201118_Oso,_Small_Creeks_Existing_Conditions","slice3",53.19,68.9941985553201,"Q >= newx1High"
"208","High","Chub","Adult","Depth","K01-020","201118_Oso,_Small_Creeks_Existing_Conditions","slice1",NA,NA,"Q < 0"
"209","High","Chub","Adult","Depth","K01-020","201118_Oso,_Small_Creeks_Existing_Conditions","slice2",NA,NA,"Q >= newx1High"
"210","High","Chub","Adult","Depth","K01-020","201118_Oso,_Small_Creeks_Existing_Conditions","slice3",NA,NA,"Q >= newx1High"
"211","Low","Chub","Adult","Velocity","K01-020","201118_Oso,_Small_Creeks_Existing_Conditions","slice1",27.73,0.0542071966001269,"Q >= newx1Low[1] & Q <= newx1Low[2]"
"212","Low","Chub","Adult","Velocity","K01-020","201118_Oso,_Small_Creeks_Existing_Conditions","slice2",5.99,1.02598958624337,"Q >= min_limit & Q <= newx1Low"
"213","Low","Chub","Adult","Velocity","K01-020","201118_Oso,_Small_Creeks_Existing_Conditions","slice3",41.7,1.02058217127018,"Q >= min_limit & Q <= newx1Low"
"214","Low","Chub","Adult","Velocity","K01-020","201118_Oso,_Small_Creeks_Existing_Conditions","slice1",58.05,0.951241955036789,"Q >= newx1Low[1] & Q <= newx1Low[2]"
"215","Low","Chub","Adult","Velocity","K01-020","201118_Oso,_Small_Creeks_Existing_Conditions","slice2",NA,NA,"Q >= min_limit & Q <= newx1Low"
"216","Low","Chub","Adult","Velocity","K01-020","201118_Oso,_Small_Creeks_Existing_Conditions","slice3",NA,NA,"Q >= min_limit & Q <= newx1Low"
"217","Med","Chub","Adult","Velocity","K01-020","201118_Oso,_Small_Creeks_Existing_Conditions","slice1",29.73,0.155758513611689,"Q >= newx1Med[1] & Q <= newx1Med[2]"
"218","Med","Chub","Adult","Velocity","K01-020","201118_Oso,_Small_Creeks_Existing_Conditions","slice2",0.01,0.129694102068088,"Q >= newx1Med[1] & Q <= newx1Med[2]"
"219","Med","Chub","Adult","Velocity","K01-020","201118_Oso,_Small_Creeks_Existing_Conditions","slice3",17.28,0.132564891049981,"Q >= newx1Med[1] & Q <= newx1Med[2]"
"220","Med","Chub","Adult","Velocity","K01-020","201118_Oso,_Small_Creeks_Existing_Conditions","slice1",52.82,0.843955599079503,"Q >= newx1Med[1] & Q <= newx1Med[2]"
"221","Med","Chub","Adult","Velocity","K01-020","201118_Oso,_Small_Creeks_Existing_Conditions","slice2",2.59,0.872194780480271,"Q >= newx1Med[1] & Q <= newx1Med[2]"
"222","Med","Chub","Adult","Velocity","K01-020","201118_Oso,_Small_Creeks_Existing_Conditions","slice3",36.58,0.877963326281083,"Q >= newx1Med[1] & Q <= newx1Med[2]"
"223","High","Chub","Adult","Velocity","K01-020","201118_Oso,_Small_Creeks_Existing_Conditions","slice1",32.02,0.257869709033851,"Q >= newx1High[1] & Q <= newx1High[2]"
"224","High","Chub","Adult","Velocity","K01-020","201118_Oso,_Small_Creeks_Existing_Conditions","slice2",0.08,0.261772275422925,"Q >= newx1High[1] & Q <= newx1High[2]"
"225","High","Chub","Adult","Velocity","K01-020","201118_Oso,_Small_Creeks_Existing_Conditions","slice3",19.01,0.262866063313678,"Q >= newx1High[1] & Q <= newx1High[2]"
"226","High","Chub","Adult","Velocity","K01-020","201118_Oso,_Small_Creeks_Existing_Conditions","slice1",47.7,0.744302537610625,"Q >= newx1High[1] & Q <= newx1High[2]"
"227","High","Chub","Adult","Velocity","K01-020","201118_Oso,_Small_Creeks_Existing_Conditions","slice2",1.72,0.740115968925559,"Q >= newx1High[1] & Q <= newx1High[2]"
"228","High","Chub","Adult","Velocity","K01-020","201118_Oso,_Small_Creeks_Existing_Conditions","slice3",30.84,0.735768525229956,"Q >= newx1High[1] & Q <= newx1High[2]"
"229","Low","Chub","Adult","Depth","K01-030","201118_Oso,_Small_Creeks_Existing_Conditions","slice1",NA,NA,"Q < 0"
"230","Low","Chub","Adult","Depth","K01-030","201118_Oso,_Small_Creeks_Existing_Conditions","slice2",2.17,37.6583820940008,"Q >= newx1Low"
"231","Low","Chub","Adult","Depth","K01-030","201118_Oso,_Small_Creeks_Existing_Conditions","slice3",9.71,37.6574244979834,"Q >= newx1Low"
"232","Low","Chub","Adult","Depth","K01-030","201118_Oso,_Small_Creeks_Existing_Conditions","slice1",NA,NA,"Q < 0"
"233","Low","Chub","Adult","Depth","K01-030","201118_Oso,_Small_Creeks_Existing_Conditions","slice2",NA,NA,"Q >= newx1Low"
"234","Low","Chub","Adult","Depth","K01-030","201118_Oso,_Small_Creeks_Existing_Conditions","slice3",NA,NA,"Q >= newx1Low"
"235","Med","Chub","Adult","Depth","K01-030","201118_Oso,_Small_Creeks_Existing_Conditions","slice1",NA,NA,"Q < 0"
"236","Med","Chub","Adult","Depth","K01-030","201118_Oso,_Small_Creeks_Existing_Conditions","slice2",4.65,53.1892758279566,"Q >= newx1Med"
"237","Med","Chub","Adult","Depth","K01-030","201118_Oso,_Small_Creeks_Existing_Conditions","slice3",14.83,53.1893511322638,"Q >= newx1Med"
"238","Med","Chub","Adult","Depth","K01-030","201118_Oso,_Small_Creeks_Existing_Conditions","slice1",NA,NA,"Q < 0"
"239","Med","Chub","Adult","Depth","K01-030","201118_Oso,_Small_Creeks_Existing_Conditions","slice2",NA,NA,"Q >= newx1Med"
"240","Med","Chub","Adult","Depth","K01-030","201118_Oso,_Small_Creeks_Existing_Conditions","slice3",NA,NA,"Q >= newx1Med"
"241","High","Chub","Adult","Depth","K01-030","201118_Oso,_Small_Creeks_Existing_Conditions","slice1",NA,NA,"Q < 0"
"242","High","Chub","Adult","Depth","K01-030","201118_Oso,_Small_Creeks_Existing_Conditions","slice2",8.17,68.7261221709317,"Q >= newx1High"
"243","High","Chub","Adult","Depth","K01-030","201118_Oso,_Small_Creeks_Existing_Conditions","slice3",21.13,68.7723875287855,"Q >= newx1High"
"244","High","Chub","Adult","Depth","K01-030","201118_Oso,_Small_Creeks_Existing_Conditions","slice1",NA,NA,"Q < 0"
"245","High","Chub","Adult","Depth","K01-030","201118_Oso,_Small_Creeks_Existing_Conditions","slice2",NA,NA,"Q >= newx1High"
"246","High","Chub","Adult","Depth","K01-030","201118_Oso,_Small_Creeks_Existing_Conditions","slice3",NA,NA,"Q >= newx1High"
"247","Low","Chub","Adult","Velocity","K01-030","201118_Oso,_Small_Creeks_Existing_Conditions","slice1",44.62,0.140003829676758,"Q >= newx1Low"
"248","Low","Chub","Adult","Velocity","K01-030","201118_Oso,_Small_Creeks_Existing_Conditions","slice2",0.81,1.02597130226354,"Q >= min_limit & Q <= newx1Low"
"249","Low","Chub","Adult","Velocity","K01-030","201118_Oso,_Small_Creeks_Existing_Conditions","slice3",9.46,1.02598286461023,"Q >= min_limit & Q <= newx1Low"
"250","Low","Chub","Adult","Velocity","K01-030","201118_Oso,_Small_Creeks_Existing_Conditions","slice1",NA,NA,"Q >= newx1Low"
"251","Low","Chub","Adult","Velocity","K01-030","201118_Oso,_Small_Creeks_Existing_Conditions","slice2",NA,NA,"Q >= min_limit & Q <= newx1Low"
"252","Low","Chub","Adult","Velocity","K01-030","201118_Oso,_Small_Creeks_Existing_Conditions","slice3",NA,NA,"Q >= min_limit & Q <= newx1Low"
"253","Med","Chub","Adult","Velocity","K01-030","201118_Oso,_Small_Creeks_Existing_Conditions","slice1",46.87,0.280007659353516,"Q >= newx1Med[1] & Q <= newx1Med[2]"
"254","Med","Chub","Adult","Velocity","K01-030","201118_Oso,_Small_Creeks_Existing_Conditions","slice2",0.47,0.872194505537325,"Q >= min_limit & Q <= newx1Med"
"255","Med","Chub","Adult","Velocity","K01-030","201118_Oso,_Small_Creeks_Existing_Conditions","slice3",2.16,0.129685002952344,"Q >= newx1Med[1] & Q <= newx1Med[2]"
"256","Med","Chub","Adult","Velocity","K01-030","201118_Oso,_Small_Creeks_Existing_Conditions","slice1",57.25,0.795816657393633,"Q >= newx1Med[1] & Q <= newx1Med[2]"
"257","Med","Chub","Adult","Velocity","K01-030","201118_Oso,_Small_Creeks_Existing_Conditions","slice2",NA,NA,"Q >= min_limit & Q <= newx1Med"
"258","Med","Chub","Adult","Velocity","K01-030","201118_Oso,_Small_Creeks_Existing_Conditions","slice3",8.61,0.872388221762688,"Q >= newx1Med[1] & Q <= newx1Med[2]"
"259","High","Chub","Adult","Velocity","K01-030","201118_Oso,_Small_Creeks_Existing_Conditions","slice1",49.12,0.420011489030274,"Q >= newx1High[1] & Q <= newx1High[2]"
"260","High","Chub","Adult","Velocity","K01-030","201118_Oso,_Small_Creeks_Existing_Conditions","slice2",0.02,0.261772274163488,"Q >= newx1High[1] & Q <= newx1High[2]"
"261","High","Chub","Adult","Velocity","K01-030","201118_Oso,_Small_Creeks_Existing_Conditions","slice3",2.39,0.261767770548258,"Q >= newx1High[1] & Q <= newx1High[2]"
"262","High","Chub","Adult","Velocity","K01-030","201118_Oso,_Small_Creeks_Existing_Conditions","slice1",54.31,0.677915988050333,"Q >= newx1High[1] & Q <= newx1High[2]"
"263","High","Chub","Adult","Velocity","K01-030","201118_Oso,_Small_Creeks_Existing_Conditions","slice2",0.3,0.740116265662486,"Q >= newx1High[1] & Q <= newx1High[2]"
"264","High","Chub","Adult","Velocity","K01-030","201118_Oso,_Small_Creeks_Existing_Conditions","slice3",7.29,0.740080355475582,"Q >= newx1High[1] & Q <= newx1High[2]"
"265","Low","Chub","Adult","Depth","L01-080","210422_San_Juan_Existing_Conditions","slice1",11.33,37.6583561734545,"Q >= newx1Low"
"266","Low","Chub","Adult","Depth","L01-080","210422_San_Juan_Existing_Conditions","slice2",5.81,37.6583745496869,"Q >= newx1Low"
"267","Low","Chub","Adult","Depth","L01-080","210422_San_Juan_Existing_Conditions","slice3",2.07,37.6583800739975,"Q >= newx1Low"
"268","Low","Chub","Adult","Depth","L01-080","210422_San_Juan_Existing_Conditions","slice1",NA,NA,"Q >= newx1Low"
"269","Low","Chub","Adult","Depth","L01-080","210422_San_Juan_Existing_Conditions","slice2",NA,NA,"Q >= newx1Low"
"270","Low","Chub","Adult","Depth","L01-080","210422_San_Juan_Existing_Conditions","slice3",NA,NA,"Q >= newx1Low"
"271","Med","Chub","Adult","Depth","L01-080","210422_San_Juan_Existing_Conditions","slice1",18.22,53.1892750353107,"Q >= newx1Med"
"272","Med","Chub","Adult","Depth","L01-080","210422_San_Juan_Existing_Conditions","slice2",10.86,53.1892759013192,"Q >= newx1Med"
"273","Med","Chub","Adult","Depth","L01-080","210422_San_Juan_Existing_Conditions","slice3",5.39,53.1892758526722,"Q >= newx1Med"
"274","Med","Chub","Adult","Depth","L01-080","210422_San_Juan_Existing_Conditions","slice1",NA,NA,"Q >= newx1Med"
"275","Med","Chub","Adult","Depth","L01-080","210422_San_Juan_Existing_Conditions","slice2",NA,NA,"Q >= newx1Med"
"276","Med","Chub","Adult","Depth","L01-080","210422_San_Juan_Existing_Conditions","slice3",NA,NA,"Q >= newx1Med"
"277","High","Chub","Adult","Depth","L01-080","210422_San_Juan_Existing_Conditions","slice1",27.09,68.7316672538285,"Q >= newx1High"
"278","High","Chub","Adult","Depth","L01-080","210422_San_Juan_Existing_Conditions","slice2",17.6,68.7219666802804,"Q >= newx1High"
"279","High","Chub","Adult","Depth","L01-080","210422_San_Juan_Existing_Conditions","slice3",10.29,68.7211526664245,"Q >= newx1High"
"280","High","Chub","Adult","Depth","L01-080","210422_San_Juan_Existing_Conditions","slice1",NA,NA,"Q >= newx1High"
"281","High","Chub","Adult","Depth","L01-080","210422_San_Juan_Existing_Conditions","slice2",NA,NA,"Q >= newx1High"
"282","High","Chub","Adult","Depth","L01-080","210422_San_Juan_Existing_Conditions","slice3",NA,NA,"Q >= newx1High"
"283","Low","Chub","Adult","Velocity","L01-080","210422_San_Juan_Existing_Conditions","slice1",3.14,1.02597177954977,"Q <= newx1Low[1] & Q >= newx1Low[2]"
"284","Low","Chub","Adult","Velocity","L01-080","210422_San_Juan_Existing_Conditions","slice2",0.93,1.0259713377999,"Q >= min_limit & Q <= newx1Low"
"285","Low","Chub","Adult","Velocity","L01-080","210422_San_Juan_Existing_Conditions","slice3",0.18,1.02597145078731,"Q >= min_limit & Q <= newx1Low"
"286","Low","Chub","Adult","Velocity","L01-080","210422_San_Juan_Existing_Conditions","slice1",3.88,1.02597177954977,"Q <= newx1Low[1] & Q >= newx1Low[2]"
"287","Low","Chub","Adult","Velocity","L01-080","210422_San_Juan_Existing_Conditions","slice2",NA,NA,"Q >= min_limit & Q <= newx1Low"
"288","Low","Chub","Adult","Velocity","L01-080","210422_San_Juan_Existing_Conditions","slice3",NA,NA,"Q >= min_limit & Q <= newx1Low"
"289","Med","Chub","Adult","Velocity","L01-080","210422_San_Juan_Existing_Conditions","slice1",1.58,0.129693311281622,"Q >= newx1Med[1] & Q <= newx1Med[2]"
"290","Med","Chub","Adult","Velocity","L01-080","210422_San_Juan_Existing_Conditions","slice2",0.24,0.129694073774408,"Q >= newx1Med[1] & Q <= newx1Med[2]"
"291","Med","Chub","Adult","Velocity","L01-080","210422_San_Juan_Existing_Conditions","slice3",0.09,0.872194434126559,"Q >= min_limit & Q <= newx1Med"
"292","Med","Chub","Adult","Velocity","L01-080","210422_San_Juan_Existing_Conditions","slice1",3.56,0.872196063587041,"Q >= newx1Med[1] & Q <= newx1Med[2]"
"293","Med","Chub","Adult","Velocity","L01-080","210422_San_Juan_Existing_Conditions","slice2",0.8,0.872195081156462,"Q >= newx1Med[1] & Q <= newx1Med[2]"
"294","Med","Chub","Adult","Velocity","L01-080","210422_San_Juan_Existing_Conditions","slice3",NA,NA,"Q >= min_limit & Q <= newx1Med"
"295","High","Chub","Adult","Velocity","L01-080","210422_San_Juan_Existing_Conditions","slice1",1.65,0.261771422794321,"Q >= newx1High[1] & Q <= newx1High[2]"
"296","High","Chub","Adult","Velocity","L01-080","210422_San_Juan_Existing_Conditions","slice2",0.29,0.261772274524875,"Q >= newx1High[1] & Q <= newx1High[2]"
"297","High","Chub","Adult","Velocity","L01-080","210422_San_Juan_Existing_Conditions","slice3",0.07,0.740116264029822,"Q >= min_limit & Q <= newx1High"
"298","High","Chub","Adult","Velocity","L01-080","210422_San_Juan_Existing_Conditions","slice1",2.6,0.740117073499445,"Q >= newx1High[1] & Q <= newx1High[2]"
"299","High","Chub","Adult","Velocity","L01-080","210422_San_Juan_Existing_Conditions","slice2",0.7,0.740115985880761,"Q >= newx1High[1] & Q <= newx1High[2]"
"300","High","Chub","Adult","Velocity","L01-080","210422_San_Juan_Existing_Conditions","slice3",NA,NA,"Q >= min_limit & Q <= newx1High"
"301","Low","Chub","Adult","Depth","L01-100","210422_San_Juan_Existing_Conditions","slice1",NA,NA,"Q < 0"
"302","Low","Chub","Adult","Depth","L01-100","210422_San_Juan_Existing_Conditions","slice2",NA,NA,"Q < 0"
"303","Low","Chub","Adult","Depth","L01-100","210422_San_Juan_Existing_Conditions","slice3",12.22,37.6583525612638,"Q >= newx1Low"
"304","Low","Chub","Adult","Depth","L01-100","210422_San_Juan_Existing_Conditions","slice4",33.86,37.1334710881561,"Q >= newx1Low"
"305","Low","Chub","Adult","Depth","L01-100","210422_San_Juan_Existing_Conditions","slice1",NA,NA,"Q < 0"
"306","Low","Chub","Adult","Depth","L01-100","210422_San_Juan_Existing_Conditions","slice2",NA,NA,"Q < 0"
"307","Low","Chub","Adult","Depth","L01-100","210422_San_Juan_Existing_Conditions","slice3",NA,NA,"Q >= newx1Low"
"308","Low","Chub","Adult","Depth","L01-100","210422_San_Juan_Existing_Conditions","slice4",NA,NA,"Q >= newx1Low"
"309","Med","Chub","Adult","Depth","L01-100","210422_San_Juan_Existing_Conditions","slice1",NA,NA,"Q < 0"
"310","Med","Chub","Adult","Depth","L01-100","210422_San_Juan_Existing_Conditions","slice2",NA,NA,"Q < 0"
"311","Med","Chub","Adult","Depth","L01-100","210422_San_Juan_Existing_Conditions","slice3",30.15,53.2270840518459,"Q >= newx1Med"
"312","Med","Chub","Adult","Depth","L01-100","210422_San_Juan_Existing_Conditions","slice4",NA,NA,"Q < 0"
"313","Med","Chub","Adult","Depth","L01-100","210422_San_Juan_Existing_Conditions","slice1",NA,NA,"Q < 0"
"314","Med","Chub","Adult","Depth","L01-100","210422_San_Juan_Existing_Conditions","slice2",NA,NA,"Q < 0"
"315","Med","Chub","Adult","Depth","L01-100","210422_San_Juan_Existing_Conditions","slice3",NA,NA,"Q >= newx1Med"
"316","Med","Chub","Adult","Depth","L01-100","210422_San_Juan_Existing_Conditions","slice4",NA,NA,"Q < 0"
"317","High","Chub","Adult","Depth","L01-100","210422_San_Juan_Existing_Conditions","slice1",NA,NA,"Q < 0"
"318","High","Chub","Adult","Depth","L01-100","210422_San_Juan_Existing_Conditions","slice2",NA,NA,"Q < 0"
